title,description,imUrl,price,brand,categories__1,categories__2,categories__3,categories__4,categories__5,categories__6
Panasonic RQSW99V Brain Shaker Extreme Portable Stereo (Silver/Blue),"The Panasonic Shockwave radio/cassette player is a small, durable portable with a digitally tuned FM/AM radio and cassette player. Made with the special Shockwave Metal design, the player has a durable aluminum body with floating construction, side rubber protector, and twist lock system. It's an ideal player for active outdoor lifestyles.The RQ-SW99V uses the Brain Shaker Extreme Headphones featuring VMSS (Virtual Motion Sound System). The VMSS unit transforms bass signals into vibrations, enabling you to actually feel music signals that are not typically reproduced by headphones. The horizontal, back-of-the-neck headphones contain a three-key remote control--great for controlling the player while you're jogging or doing another active sport.Panasonic has built many convenient features into this unit to make it easier and more enjoyable to operate, even while working out. For example, full-logic, auto-reverse playback plays the other side of your tape with just the touch of a button. Three-track TPS automatically locates selections on your tape, a digital synthesized tuner with five preset keys simplifies radio tuning (a normal/city FM reception selector ensures clear reception), and the large LCD display with battery checker shows tape or radio play and operation status. And you'll be able to take full advantage of the Brain Shaker headphones with the S-XBS Extra Bass System selection.The RQ-SW99V comes with a carrying case, neck strap, and built-in hook for the strap to keep it out of your way. The one-battery operation system provides up to 28 hours of playback time with a single AA battery (depending upon playing conditions--battery not included).The Panasonic RQ-SW99V Shockwave radio/cassette player comes with a one-year limited warranty.",http://ecx.images-amazon.com/images/I/414PSNG8H5L._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,Cassette Players & Recorders,,,
"Leviton 88013 1-Gang .406 Inch Hole Device Telephone/Cable Wallplate, Standard Size, Thermoset, Box Mount, White","Familiar and functional, Leviton Traditional Wallplates are designed for use with Traditional Leviton devices. They represent styles and form factors that have stood the test of time. Their clean lines work in virtually any location, whether in new or retrofit construction, and they install quickly and easily. Leviton offers Traditional Wallplates in a vast array of colors and configurations. 1-Gang .406 Inch Hole Device Telephone/Cable Wallplate, Standard Size, Thermoset, Box Mount, White.",http://ecx.images-amazon.com/images/I/214ZzC%2BNr%2BL._SY300_.jpg,2.95,Leviton,Electronics,Accessories & Supplies,Audio & Video Accessories,Distribution,Wall Plates & Connectors,
M&amp;Ms M&amp;M M &amp; M Shower Radio Scuba Diver AM FM,"M&Ms; won't melt in your hands--or in the shower! Clad in a scuba  mask, flippers, and arm floats, this 10-inch-tall M&M; is ready to hop in  the shower. He'll hang by his black braided cord or stand on a shelf or  a countertop on his flippers, and he'll even hold your toothbrush. Twist his  red-and-white arm float device to tune in your favorite radio station.  The AM/FM radio has remarkably good reception and a wide volume range.  Bath aficionados beware, though: the radio is not submersible. It runs  on three AA batteries (not included).--Tami Horiuchi",http://ecx.images-amazon.com/images/I/415DEMA650L._SY300_.jpg,69.97,,Electronics,Home Audio,Radios,Shower Radios,,
LEVITON DECORA WALL PLATE IVORY (10 PACK) #80401-IMP,"Leviton offers a comprehensive selection of products for industrial, commercial, and residential construction and maintenance, including switches, receptacles, lighting controls, plugs and connectors, surge protective devices (TVSS), wallplates, communications premise wiring products, and more, all designed to the highest standards of quality, dependability, and performance. Leviton Decora Wallplates 138-80401-IMP have a modern design and are used in combination with Decora devices.",http://ecx.images-amazon.com/images/I/312XE0RA0RL._SY300_.jpg,9.99,Leviton,Electronics,Accessories & Supplies,Audio & Video Accessories,Distribution,Wall Plates & Connectors,
Samsung Digimax 35 0.3MP Digital Camera/MP3,"Samsung has combined three of today's most popular electronic gadgets--digital cameras, MP3 players, and Webcams--into one compact device: the Digimax 35 MP3 digital camera. A true point-and-shoot camera, the Digimax uses a fixed-focus lens to provide simple operation, letting you worry about finding the perfect shot instead of finding the right camera settings. The 640 x 480 resolution of the Digimax makes great pictures to post on a Web site or send via e-mail.The Digimax 35 MP3 really shines when used in conjunction with its included accessories. The software that comes with the camera helps you to create panoramic shots, as well as animations and simulated 3-D images, and a small tripod makes it easy to use the camera as a Webcam.As mentioned above, two features set the Digimax 35 MP3 apart from other point-and-shoot digital cameras: an integrated MP3 player, and the ability to act as a Webcam. In MP3 mode, the camera plays files stored on CompactFlash cards. The camera's included 8 MB card will hold only about eight minutes of music--a couple of songs--so if you plan to use this feature, you'll want to invest in a larger-capacity memory card. As a Webcam, the camera can shoot footage at 5 frames per second (fps) at a resolution of 320 x 240, or 15 fps at a resolution of 160 x 120. A USB connection ensures speedy music and image transfers.",http://ecx.images-amazon.com/images/I/41YFCHCZPAL._SX300_.jpg,134.5,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
Nikon Coolpix 880 3.2MP Digital Camera w/ 2.5x Optical Zoom,"With the Coolpix 880, Nikon has taken the 3.3-megapixel CCD and many of  the advanced features from its semiprofessional 990 model and put them into a  traditional compact point-and-shoot design simple enough for anyone to  use.The Nikkor all-glass lens features a 2.5x optical zoom (equivalent to 38- 95mm on a 35mm camera) with a macro mode that focuses down to 1.6 inches. A 4x  digital zoom further increases magnification at lower resolutions. Images are  stored on a Type I CompactFlash card (8 MB card included). Maximum image  resolution is 2,048 x 1,536 pixels, and an uncompressed TIFF mode is available  (remember, however, that uncompressed images are so large that you'll need a  bigger memory card to store even one full-resolution uncompressed  image).Though the camera defaults to full-auto point-and-shoot mode, it has a  host of manual features for advanced photographers. In addition, Nikon has  included 11 special modes in which the camera is automatically programmed with  the appropriate settings for specific situations like sunsets, beaches, night  portraits, and extreme close-ups. For example, switch the camera to its  party/indoor setting, and it will slow down the shutter and use a slow-synch  flash with red-eye reduction.The 880 is Nikon's smallest digital camera, with  overall dimensions of only 3.9 by 3 by 2.1 inches, and weighs only 9.7 ounces  without a battery.Power is provided by either a disposable 2CR5 lithium  battery (included) or an optional rechargeable lithium-ion battery. For  environmental and economic reasons, we strongly recommend getting the  rechargeable battery kit for anything more than occasional use.Image transfer  is quick and easy with the included USB cable. If you have an older computer  with only a serial port, the Coolpix 880 also supports serial image transfer  (though you'll need to purchase the serial cable separately). The camera ships  with an impressive software suite that includes Genuine Fractals 2.0 LE for file  compression and scaling, Cumulus 5.0 demo for image management, and Great Photo!  for image manipulation and correction.",http://ecx.images-amazon.com/images/I/51CPJ6FD6AL._SX300_.jpg,15.67,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
"Microsoft Trackball Explorer - Trackball - optical - 5 button(s) - wired - PS/2, USB - retail",,http://ecx.images-amazon.com/images/I/21X4TXDWDRL.jpg,649.99,,Electronics,Computers & Accessories,Cables & Accessories,Input Devices,Trackballs,
Polaroid Spectra 1200i Instant Camera,"For those times that call for a photo on the spot, the Polaroid Spectra 1200i Instant Camera will more than fit the bill. Whether you need an instant photo for fun, insurance claims, or other documentation purposes, this camera will become your friend for life. Just aim and shoot, and the Spectra 1200i will do the rest, giving you a full-color image in a matter of seconds.An automatic 10-zone focus means that your shots will always be crisp and clear, and a built-in flash with a range of two to 15 feet is excellent for low-light conditions, but also compensates for shadows in bright-light conditions. The camera powers up in a mere six seconds, with a rapid recharge indicator telling you when you can snap the next shot.The Spectra 1200i relies on a fully automatic, 125-millimeter, three-element lens with 10-zone Quintic that provides a focal distance from two feet to infinity. (An optional close-up accessory that's sold separately reduces the focal distance to 10 inches.) With an aperture of f10 to f45, and a shutter speed range of 1/245 to 2.8 seconds, the Spectra 1200i is versatile enough to meet a wide array of your photographic needs.Polaroid has made its reputation over the years by providing photographers with fun, well-built cameras with user-friendly designs, and this camera certainly extends that reputation. Display features such as a frame indicator shows how many pictures are left in the film pack, an easy-to-read control panel, and a lighten/darken exposure control mean that you will always be prepared for your next shot. The camera also includes a tripod socket, adjustable hand strap, and a next strap connector. At 6.82 x 3.07 x 5.46 inches (W x H x D), the Spectra 1200i is compact enough to join you on your travels. Powered by the battery included with the film packs, the Spectra 1200i works with Polaroid Spectra, 1200, Image, and 990 films.",http://ecx.images-amazon.com/images/I/41B57AAFG1L._SX300_.jpg,23.49,,Electronics,Camera & Photo,Film Photography,Film Cameras,Instant Cameras,
Body Glove GPSGET-BBP Black GPSSuit for Garmin Etrex,,http://ecx.images-amazon.com/images/I/41RH6JR7TPL._SY300_.jpg,134.5,,Electronics,GPS & Navigation,GPS System Accessories,Cases,,
Toshiba 32A40 32&quot; TV,,http://ecx.images-amazon.com/images/I/518HGYXA0AL._SX300_.jpg,134.5,,Electronics,Television & Video,TV-DVD Combinations,,,
Fujifilm MX2900 2.3MP Digital Camera w/ 3x Optical Zoom,"The magnesium alloy case of the Fuji MX-2900 presents a stylish and compact form-factor for a camera that packs a lot of extras. The 2.3-megapixel CCD is capable of capturing images at a resolution of up to 1,800 x 1,200, and the high-quality Fujinon lens adds a 3x optical zoom to your photographic tool set. The pop-up flash features red-eye reduction, forced flash, and suppressed  flash modes. The MX-2900 also has a hot shoe for an external flash. The camera can automatically set the white balance, or you can adjust it manually. Also, focus can be set to auto or manual, allowing a great deal of creative control.You have the option of using one of the programmed exposure modes, setting the camera to aperture priority mode, or adjusting all settings manually. You can view and select your photos on either the 2-inch LCD monitor on the back of the camera, or you can use the video port to connect the camera to a television. The MX-2900 comes with an 8 MB SmartMedia card, Macintosh and PC serial cables,  rechargeable battery, AC adapter, lens cap, video cable, hand strap, and a CD-ROM with assorted software.",http://ecx.images-amazon.com/images/I/4112WDNXE1L._SX300_.jpg,299.99,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
ViewSonic VP150M 15&quot; TFT LCD Monitor,"Packing powerful technology in a sleek 15-inch frame, ViewSonic's VP150M  utilizes a 3X-LCD display that combines speed with clarity for sharp-edged  graphics and superior color separation. Wide-angle viewing is built right in,  and, when combined with VESA wall mounting and Perfect Portrait software that  allows you to choose between landscape or portrait screen orientation, a variety  of office equipment configurations is possible. The software is included with  the monitor and is supported by Macintosh, Windows, and Windows NT. Its dual  input connections allow two systems to share one monitor.Built-in speakers and an amplifier offer a powerful 3-watt listening experience,  and as they sit snugly in the lower edge of the frame, they add nothing to the  monitor's 9-inch screen depth. Eighteen onscreen controls allow you to easily  customize everything from language and picture placement to speaker volume.   Along with a three-year limited warranty that covers parts and labor, ownership  includes 48-hour Express Exchange service for the first year.--Jill  Lightner",http://ecx.images-amazon.com/images/I/41XDNVKHKNL._SY300_.jpg,134.5,,Electronics,Computers & Accessories,Monitors,,,
ADS USB 1.1 PCI Card,"The ADS Technologies USB port PCI adapter is an internal PCI card for your desktop PC or Power Mac that provides two USB ports for connecting USB peripherals. With USB support, you can connect USB-based printers, modems, speakers, scanners, and hundreds of other devices that offer easy USB plug-and-play installation. In addition, USB devices are hot swappable, meaning you can attach or remove them from the USB port without powering off your computer. And you can link one USB product to another--up to 127 USB products--in an ongoing chain.The adapter is USB compliant with plug-and-play installation and comes with a one-year warranty.",http://ecx.images-amazon.com/images/I/418ZJE2PTNL._SY300_.jpg,22.71,ADS Tech,Electronics,Computers & Accessories,Computer Components,I/O Port Cards,USB Port Cards,
Good Technology SoundsGood EnergyClip Springboard Module for MP3 Player,"Good Technology's SoundsGood EnergyClip for the SoundsGood digital audio  Springboard module enables you to listen to MP3 audio without inserting it into  your Handspring Visor. Just take your music-loaded SoundsGood audio player from  your Visor, pop it into the EnergyClip, and you're good to go. Take your  EnergyClip to the gym, the beach, or anywhere your Visor shouldn't go. A single  AA battery provides power for over 10 hours of on-the-go listening.",http://ecx.images-amazon.com/images/I/41DGV9GH87L._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,MP3 Players & Accessories,MP3 Players,,
Samsung Maxima 90GL QD Zoom Date 35mm Camera,"The sporty Samsung Maxima Zoom 90GL QD has an active infrared  autofocusing 38-90mm zoom lens, and features fuzzy zoom for ultrasharp pictures,  sharpening that oh-so-slight fuzziness commonly seen in photos. Other feature  highlights include portrait mode, step zoom, continuous shooting, interval  shooting, bulb shooting, snap mode, switchable portrait/landscape modes, and a  self-timer. The automatic flash has red-eye reduction, fill-in flash, and  flash-off modes. If the camera is left on, it will automatically power off. You can  also quartz date imprint your photos to keep track of your memories.",http://ecx.images-amazon.com/images/I/41EK7XDZWBL._SX300_.jpg,134.5,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Canon Sure Shot Owl PF Date 35mm Camera,"The OWL PF is a sleek, compact 35mm camera that's a photo shooter's dream come true. It's fully automatic with autofocus and auto flash. Low-light conditions are never a problem. It's Power Flash is strong enough to take great shots up to 33 feet away!",http://ecx.images-amazon.com/images/I/21XN7BX4V7L.jpg,134.5,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Canon EF 28-200mm f/3.5-5.6 USM Standard Zoom Lens for Canon SLR Cameras,"EOS users looking for an all-purpose lens would do well to select the Canon EF 28-200 f/3.5-5.6 USM. The minimum aperture setting is f/22 at a focal length of 28mm, and the EF 28-200 has a minimum focus distance of 17.7 inches at any focal length. An inner focus ring allows the EF 28-200 to focus without rotating the outer half of the lens barrel, which is great for photographers who utilize filters. The autofocus uses Canon's micro USM drive for smooth and quiet operation.",http://ecx.images-amazon.com/images/I/51Y3QE2A0FL._SY300_.jpg,479,,Electronics,Camera & Photo,Lenses,Camera Lenses,Digital Camera Lenses,
Canon Sure Shot Z90 Zoom 35mm Camera,"The Canon Sure Shot Z90W Caption camera is among the smallest and  lightest wide-angle, 3x zoom 35mm cameras available. Its 28-90mm zoom lens lets  you shoot with a wide angle to catch the action, or close up for more intimate  shots. The auto settings, such as film loading, focus, and exposure, take the  guesswork out of your photography. The three-point autofocus system measures the  distance to the subject at three different points in both reflected light  (passive mode) and infrared signal (active mode) to give you a clean, sharp  image every time.This model features five preset captions that allow you to personalize your  pictures. It also has a date/time stamp so you never forget when you shot a  particular roll of film. The LCD panel, located on the back of the camera body,  lets you read and set the available captions, as well as the time and date. You  can also adjust your light settings from the preprogrammed choices: auto, night  scene, portrait, close-up, real-time release, personal, and spot. This function,  tied to the LCD panel, lets you pick the setting that best fits your shot.",http://ecx.images-amazon.com/images/I/21JJSVNJ9AL.jpg,134.5,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Canon EOS ELAN 7E 35mm SLR Camera Kit w/ 28-90mm Lens,"The Canon Elan 7E features the eye-controlled focus system, the fastest means of focusing and metering a photographer can find. By using more focusing points and greater off-center coverage than other cameras in its class, this camera is able to take an exact reading in approximately 1/20 of a second. When a photographer brings the camera to their eye, their glance is tracked by the focusing system, allowing framing and focusing to become a single uninterrupted creative process. An easy one-time calibration is all that's needed to activate the eye-controlled focus system. Once this calibration is complete, the camera is able to precisely detect which part of the viewfinder the photographer is using. It then automatically focuses the lens with amazing accuracy.This system delivers crisp, sharply focused images whether the camera is in a vertical or a horizontal position. The Canon Elan 7E is even able to store the distinct calibrations of up to five different photographers. Using an EF 300mm f2.8 IS lens, it can track a subject moving at 186 mph until it's a mere 66 feet from the camera. This fast-focus system, combined with the ability to shoot at almost four frames per second, makes the Canon Elan 7E the perfect choice for capturing those demanding sporting events or special occasions when you don't want to miss a single moment. And, considering its continuous shooting speed, the Elan 7E is also remarkably quiet. This feature gives the photographer the opportunity to shoot the perfect wildlife scene without disturbing or scaring the subject.Part of the Elan 7E's focusing system is the seven-point wide-area autofocus. The eye-controlled focus system was designed to work especially with this precision feature. Seven focusing points are arranged in a wide cross pattern with a central ""cross-type"" sensor. The wider-than-usual area gives the photographer the ability to achieve a remarkably sharp, focused image instantly. This function works whether the subject is off-center, stationary, in motion, in low light, or even in low-contrast situations. The shot will still come out sharp and crisp, and without the need to recompose the shot. By using the focusing-point selection keys, the user is able to select any of the seven focus points simply by pressing a key. Representing a bold innovation in speed and usability, this feature gives an additional amount of image control back to the photographer.A highly advanced metering system, comprised of 35-zone evaluative metering sensors, is linked to the seven focusing points. Whether shooting indoors or outside, day or night, a seamless integration of exposure and focus ensures remarkable clarity and contrast in any image. This system gives the photographer accurate control over situations that combine light and shadow or that feature strong backlight. When metering subjects against very dark or very bright backgrounds, partial-area metering measures 10 percent of the viewfinder around the chosen focusing point. This provides accurate image results when dealing with shadows or highlights. The photographer can also use the Elan 7E's center-weighed metering function. This mode places greater emphasis on what it reads as the center of the frame by measuring the entire scene. No matter which function the photographer chooses, precision metering is guaranteed--whether the camera is in a vertical or horizontal position.Giving the photographer even more creative control is the command dial. This allows manual-control light, speed, aperture, and depth of field. Shutter priority lets the photographer choose the shutter speed, while the Elan 7E automatically selects the correct aperture. This function is especially useful when capturing action shots. With aperture priority, the photographer picks the aperture setting while the camera chooses the correct shutter speed. This is helpful when control over the depth of field is essential. Using the eye-controlled focus system to define the ""sharp zone,"" the photographer can calculate the precise depth of field automatically. It's even possible to check the depth of field using the preview button.",http://ecx.images-amazon.com/images/I/511KSTWF4VL._SX300_.jpg,17.12,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Canon EOS Rebel 2000 Silver Date 35mm SLR Camera Deluxe Kit with 28-90mm Lens,"The new generation of Canon Rebel 35mm SLR camera, the 2000 Date EF 28-90mm silver deluxe camera, is smaller and lighter than any of its predecessors. Besides its sleek all-silver color (including the 28-90mm zoom lens) and comfortable new body design, this camera has a faster AF and quieter overall operation. Many of its other functions, such as a seven-point autofocus, 35-zone AE metering, quartz data time/date stamp, and depth-of-field preview, have been added or improved upon. The seven-point autofocus system, five across and one above and below the center focusing point, contains a completely renovated focusing algorithm that increases the AF speed, improving selection accuracy of the automatic focusing point.The high-speed selectable seven-point autofocus system is linked to the 35-zone metering system as well as Canon's exclusive E-TTL autoflash system. Focusing point selection is chosen by the camera when it is set on automatic, or by the user if the photographer chooses manual mode. If the camera is on automatic, the shutter will not release until it perceives that the image is in focus. However, manual mode gives the photographer the freedom to determine how sharply in focus he or she wants the image. The TTL full-aperture metering has three patterns available: evaluative metering, central partial metering (which covers approximately 95 percent of the finder area), and center-weighted average metering. Though center-weighted metering is available, it can be used only when the camera is set on manual. This 35-zone metering system allows the photographer more precise exposure control in all of the available metering modes.Though this camera comes complete with many standard features for the beginner, advanced functions are also available for the more experienced photographer. Among these features are: a choice of evaluative or partial metering patterns, AE lock, auto exposure bracketing, and multiple exposure. These features, coupled with the Rebel's convenient built-in retractable flash and 11 versatile shooting modes, give any photographer the creativity to capture landscapes, portraits, vacation moments, sporting events, and other special occasions.",http://ecx.images-amazon.com/images/I/518NAK4PRQL._SX300_.jpg,209,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Canon EF 28-105mm f/3.5-4.5 II USM Standard Zoom Lens for Canon SLR Cameras,"The Canon EF 28-105mm standard zoom lens retains the optical capability of Canon's previous EF 28-105mm USM lens but with a refined exterior design. The lens is distinguished by a ring-type ultra-sonic monitor (USM) drive that provides silent, high-speed autofocusing, along with full-time manual focusing. The 1.6-foot close-focusing distance, meanwhile, lets you take great close-up portraits and nature shots. A good match for the Canon EOS A2/A2e or ELAN 7 series cameras with built-in flashes, the EF 28-105mm lens is an excellent zoom lens for everyday use. The lens carries a one-year warranty.Focal length: 28-105mmMaximum aperture: 1:3.5-4.5Lens construction: 15 elements in 12 groupsDiagonal angle of view: 75 to 23 degrees (at 30 feet)Focus adjustment: Inner focusing system with USMClosest focusing distance: 1.6 feetZoom system: Rotating typeFilter size: 58mmDimensions: 2.8 inches in diameter, 3 inches longWeight: 13.2 ounces",http://ecx.images-amazon.com/images/I/51Y5EXYJP9L._SX300_.jpg,479,,Electronics,Camera & Photo,Lenses,Camera Lenses,Digital Camera Lenses,
Sennheiser MX400 In-Ear Headphone with Carrying Case (Discontinued by Manufacturer),"Boasting increased bass response and SPL output, Sennheiser's MX400 in-ear headphones sport a glossy black finish with silver print and chrome accents. The MX400 comes complete with a convenient black pocket-sized cord-windup carrying box. The headphones have a frequency response of 18 to 20,000 Hz and a total harmonic distortion of less than 1 percent.Sennheiser provides a two-year parts-and-labor warranty for the MX400.",http://ecx.images-amazon.com/images/I/41VRY6Y6CYL._SY300_.jpg,18.73,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
EarHugger EH710 Deluxe Monitor Headphones (Discontinued by Manufacturer),Earhugger EH-710 Deluxe Monitor Headphones,http://ecx.images-amazon.com/images/I/41X01PXASZL._SY300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Sennheiser  EH2200 Professional HiFi Studio Headphones,"Sennheiser's Evolution EH2200 is a stereo headphone that can be connected to both hi-fi systems and personal stereos (CDs, DATs, DCCs). Ideal for DJ monitoring and used by musicians and sound engineers, the EH2200 creates superb sound reproduction with powerful bass, while its closed, circumaural design protects against ambient noise.A part of Sennheiser's Evolution series, the EH2200 employs Duofol technology that fuses two diaphragm materials to virtually eliminate standing waves in the capsule. It delivers a clear, highly detailed sound with excellent bass response. Inside, neodymium transducer magnets enable a superfast transient response and commanding dynamic range.Weighing just a third of a pound, the EH2200 is constructed for comfort during extended use. Its award-winning ergonomic design features a closed-ear, padded, open-back format. Modular, replaceable parts also support long-term use. Sennheiser includes a detachable 10-foot single-sided, Kevlar-reinforced, OFC (oxygen-free copper) cable with a 0.125-inch minijack and a 0.25-inch adapter.The Sennheiser EH2200 headphone combines an exceptional audio experience with quality construction that makes for an outstanding value. Sennheiser backs the EH2200 with a two-year parts and labor warranty.",http://ecx.images-amazon.com/images/I/418B2GV43DL._SY300_.jpg,48,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
EarHugger EH230 Lightweight Earphone,,http://ecx.images-amazon.com/images/I/411QTGW8H4L._SY300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Sennheiser MX500 Lightweight In-Ear Headphone (Blue) with Carrying Case (Discontinued by Manufacturer),"The Sennheiser MX-500 In-Ear Headphones are a simple, lightweight solution for your portable music needs. The metallic blue color gives these headphones a stylish look. Volume control is provided right on the cable, and a wind-up case makes it easy to wrap up the MX-500 for storage.",http://ecx.images-amazon.com/images/I/41YD69JZWAL._SY300_.jpg,32.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Sennheiser MX300 In-Ear Headphone with Bass Driven Design (Discontinued by Manufacturer),"Listeners who are constantly on the move have no need for large, cumbersome headphones, which is where the lightweight Sennheiser MX300 headphones come into play. The small in-ear system is compact enough to fit in any shirt pocket, in addition to most MP3 and CD player carrying cases. The small size doesn't impair the audio quality, however, as the phones still deliver a wide 18 Hz to 20 kHz frequency response. The MX300 even features a bass-driven design that's optimized for rock and pop music--a pleasing feature to fans of the latest Radiohead or Modest Mouse release. The phones feature a 3.5 mm mini-stereo plug for connection to most portable audio devices, such as iPods or other MP3 jukeboxes. However, they also come with a 1/4-inch plug adapter for connecting to home stereo components and other devices.What's in the BoxMX300 in-ear headphones, ear pads, 1/4-inch plug adapter, user's manual.",http://ecx.images-amazon.com/images/I/311gBd8Ty1L._SX300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Memorex MD3025 Personal CD Player with 21-Track Programmable Memory,"The Memorex MD3025 is a personal CD player which plays audio CDs, plus CD-R discs. This simple and affordable CD player sports a bass boost system which produces a richer sound, especially when using headphones. The LCD display shows pertinent track and time information in easy to read digits. The MD3025 offers a twenty-one track programmable memory, a nice feature when putting together the perfect order of songs for a hard workout. The programmable memory play mode is one of four playing options. The other options include normal, repeat one, repeat all and shuffle. The included stereo headphones are comfortable, overhead-style phones which provide crisp sound. With the 4X oversampling it is possible to listen to certain CD-R discs. The player runs on either two AA batteries (not included) or via the included AC adaptor. The color is a sleek and modern silver with blue highlights.What's in the BoxMemorex MD3025 portable CD player, headphones, AC adapter, user's manual and a ninety day warranty.",http://ecx.images-amazon.com/images/I/416NBWH4P0L._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,Portable CD Players,,,
Fellowes 84021 DVD Tower (20 Capacity),"Store up to 20 DVDs, including 1 double DVD, in this attractive lacquered pine tower. Slotted shelves secure DVDs and make for smooth retrieval. Place your DVDs with their title edges facing outward for quick selection. A stackable design offers easy expansion with your DVD collection.",http://ecx.images-amazon.com/images/I/41PVG4H86XL._SY300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Media Storage & Organization,DVD Cases,
Maxell HP-20 Headphone Extension Cord with Adapters (190399),"Maxell's HP20 headphone extension cord gives you the options you need to  connect your headphones to nearly any output setup. A 20-foot coiled cord  expands and retracts to give you more mobility while using less space. A  dual-pin airline adapter, 0.25-inch stereo adapter, dual headphone adapter, and  mono adapter are included.",http://ecx.images-amazon.com/images/I/41CX7A2TQNL._SX300_.jpg,8.51,Maxell,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphone Accessories,Extension Cords,
Midland 75-509W 2-Mile 14-Channel FRS Two-Way Radios (Pair),Keep in touch on the slopes or the trail with the 75-509W 14-channel  family radio twin pack from Midland. This pair of radios also comes with a drop-in  charger and rechargeable batteries. These two radios come in an elegant  platinum finish and feature call buttons and voice activation for hands-free  use. Channel lock helps prevent accidental channel changing while you are  walking or skiing. Full output power means up to a 2-mile range over land and 5  miles over water.The 75-509W radios are water resistant for protection against light water  exposure. You can monitor two channels with the dual-watch function. Other  features include tone notification with four tones and Stealth Squelch to  eliminate annoying background noise between transmissions.Turn on the battery-save mode to conserve power; an indicator warns of low-battery  conditions.These radios come with a one-year warranty.,http://ecx.images-amazon.com/images/I/41WQ1HTFNJL._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Sennheiser RS30 Ultra light Supra-Aural HiFi Stereo Wireless Headphone (Discontinued by Manufacturer),"The RS 30 wireless RF headphone system with open, supra-aural headphones offers analytical sound reproduction for ""live"" effects and a fresh bass response. Its transparent and balanced sound makes this system an ideal choice for rock and pop music. The ideal entry into the cordless world of sound.FeaturesAnalytical sound reproduction for ""live"" effects, fresh bass response, transparent and balanced sound for rock and pop musicTransmitter conveniently stores the headphonesReception through walls and ceilings, in the home and outside in the garden within a range of up to approx. 100 mTwo switchable channels for simultaneous operation of several systemsSpecial audio filter in the transmitter eliminates TV interferenceVery lightweight headphones, extremely comfortable to wear2-year guarantee",http://ecx.images-amazon.com/images/I/417JTE4TPRL._SY300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Fellowes 87021 DVD Wire Tower (40 Capacity),"A carefully crafted design and storage solution, the Fellowes 87021 wire tower holds 40 DVDs and fits almost any office or home setting. The wire products offer a contemporary feel that works well with modern interiors as well as office settings.The tower holds the DVDs in individual, easy-to-view angled slots that make reading titles effortless. Each wire product has a powder-coated paint to ensure a durable and even finish. The Fellowes DVD storage line offers strong, sturdy, and secure storage for growing DVD collections.",http://ecx.images-amazon.com/images/I/21AGAAX1PFL.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Media Storage & Organization,DVD Cases,
EarHugger EH240 High Quality Stereo Earphone (Discontinued by Manufacturer),Earhugger EH-240 Ultra-Lightweight Stereo Earbuds,http://ecx.images-amazon.com/images/I/51MM2XPSBDL._SX300_.jpg,21.99,Ear Hugger,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
EarHugger EH520 Folding Mid Ear Headphones,Earhugger EH-520 Folding Mid-Ear Stereo Headphones,http://ecx.images-amazon.com/images/I/41FTE4KBHHL._SY300_.jpg,134.5,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
