title,description,imUrl,price,brand,categories__1,categories__2,categories__3,categories__4,categories__5,categories__6
"cdProjects CCS24Bl CD Sport Carrycase (24 Capacity, Nylon, Blue/Black) (Discontinued by Manufacturer)",Holds up to 24 discs or 12 discs with booklets,http://ecx.images-amazon.com/images/I/812ZQSC272L._SX300_.gif,19.98,,Electronics,Accessories & Supplies,Audio & Video Accessories,Media Storage & Organization,Disc Storage Wallets,
Canon Power Shot A50 Powershot 0.8MP Digital Camera,"Designed with the same easy-to-use controls as Canon's PowerShot A5 and A5Zoom, the PowerShot A50 remains portable and easy to operate, but its added features provide better image quality and more speed and functionality than its predecessors.The 1.31-megapixel CCD (charge-coupled device) and Hardware Image Processing help produce sharper images and increase the shooting speed. Features such as Night Shooting mode, Slow Shutter mode, white balance control, and exposure compensation help eliminate color irregularities and allow for a wide variety of shots. This camera also offers a 28 to 70mm-equivalent zoom lens with both wide-angle and telephoto settings.The PowerShot A50 is Canon's first digital camera to support new industry standards for image storage and printing. Its DCF (design rule for camera filing system) format and DPOF (digital print order format) make it simple to print and transfer images between the camera and other peripherals. The PowerShot A50 comes with a rechargeable battery, power adapter, and an integrated set of Mac- and PC-compatible software; however, you have to buy the battery charger separately.",http://ecx.images-amazon.com/images/I/71QPXX1JBEL._SX300_.gif,,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
Koss SportaPro Stereo Headphones,"The Koss SportaPro portable headphones offer portability, flexibility,  and a headband designed to be worn either atop or behind the head. Equally well  suited for use at work or on a jogging trail, the SportaPro's open, foam-covered  ear cups allow for ambient environmental sounds to be heard, which can be  helpful in a recreational environment.The SportaPro's weight is a mere 2.2 ounces, and the headphones boast a  frequency response of 15 to 25,000 Hz, delivering (on paper, at least) quite a  bit more bass than most home speakers can. Impedance is 60 ohms, with less than  a 0.2 percent distortion and sensitivity of 103 dB SPL (with a 1 mW signal).The SportaPro stereophones are collapsible and come with a carrying case, as  well as both 0.125-inch and 0.25-inch jacks. Koss covers the headphones with a  lifetime warranty.",http://ecx.images-amazon.com/images/I/4199UKo21JL._SX300_.jpg,22.9,Koss,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Koss KTX-Pro Portable Stereophone (Discontinued by Manufacturer),"Koss's KTX-Pro portable headphones affordably deliver intimate stereo  sound with a frequency response rated at 15 to 25,000 Hz. Their titanium-layered  diaphragm fosters accurate sound reproduction while open-ear, foam-layered  earpieces offer less colored sound than a closed-ear design. This format, while  ideal for home use, make these headphones less than optimal performers when used  portably, as outside sounds tend to creep in more easily (and your music can be  heard by others!).These lightweight stereophones feature an adjustable headband with sling for a  comfortable, secure fit. An inline volume control on the KTX-Pro simplifies  level adjustment. Koss also includes a straight dual-entry 5-foot cord along  with 0.125-inch and 0.25-inch stereo plugs for versatile portable or home  use.Koss's outstanding lifetime parts and labor warranty backs the KTX-Pro.",http://ecx.images-amazon.com/images/I/41nQQD37IiL._SY300_.jpg,14.88,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Koss 'The Plug' In-Ear Headphones (Black),"Koss's miniature portable earphone, affectionately dubbed ""The Plug,""  makes use of an ear-cushion material (similar to that used in sound-blocking  earplugs) that slowly expands in your ear canal to provide a custom fit and  maximum sonic isolation from external noises. A detachable, extrawide headband  makes these Koss-termed ""stereophones"" easy to carry or store.For accurate sound reproduction, these earbud-style headphones are made with  oxygen-free copper voice coils and neodymium iron boron magnets. You can enjoy  them with either a portable or home audio device, since both 0.125-inch and  0.25-inch adapter jacks are included.""The Plug"" weighs a mere quarter ounce and has a frequency response rated at an  impressive 16 to 23,000 Hz (though its unlikely you'll hear bass output anywhere  close to what you'd get from a similarly rated loudspeaker!).Impedance is 16 ohms, with less than a 0.3 percent distortion and reasonably  high sensitivity of 112 dB SPL/1 mW.",http://ecx.images-amazon.com/images/I/31LMPJXuJ-L._SY300_.jpg,9.4,Koss,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Creative Labs CT4760M Sound Blaster Live! MP3+,"Creative Lab's CT4760M Sound Blaster Live! MP3+ soundcard gives your PC the latest recording and playback technology. With a full 320 Kbps encoder and up to 5x MP3 acceleration, you can create digital audio files for use on the Internet or portable MP3 players. The EMU10K1 audio processor provides the power to process audio and effects so you'll get full, rich sound for digital authoring and playback of MP3, WAV, Internet, MIDI, and CD audio. You can also add preset effects for jazz, pop, rock, and more, similar to your home stereo presets.The Sound Blaster Live! MP3+ is Live!Ware-upgradable so you don't need to replace your soundcard to keep up with the latest standards. Just download software to your reprogrammable EMU10K1 processor to get the latest features and functions, including codecs, LAVA! scenes, and new Environmental Audio effects.",http://ecx.images-amazon.com/images/I/51SQ1NV8MFL._SX300_.jpg,69.99,,Electronics,Computers & Accessories,Computer Components,Internal Sound Cards,,
Koss PortaPro Headphones with Case,,http://ecx.images-amazon.com/images/I/41jJ0q1xWYL._SY300_.jpg,39.36,Koss,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Koss R-10 Home Headphones,"The Koss R-10's changeable input plugs enable it to be used with either home or portable audio systems, while its 8-foot cord and pivoting ear  cups grant mobility and ease of use. The R-10 is covered under Koss's lifetime  warranty.",http://ecx.images-amazon.com/images/I/717CH12B1TL._SY300_.gif,48.99,Koss,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
cdProjects Backpack Laptop Case,,http://ecx.images-amazon.com/images/I/41VBC2K0J8L._SY300_.jpg,,,Electronics,Computers & Accessories,Laptop & Netbook Computer Accessories,Bags & Cases,Backpacks,
Koss R65B Computer Headset,"The Koss R-65B is a combination earphone-microphone headset for hands- free communication and audio listening from your computer. The set includes a  bias supply, an inline battery that compensates for insufficient sound card  power, simplifying microphone connections to any sound card. It also offers an  8-foot cord and closed ear cushions, and is covered under a Koss lifetime  warranty.",http://ecx.images-amazon.com/images/I/817JYHNEQKL._SX300_.gif,,,Electronics,Computers & Accessories,Cables & Accessories,Headsets & Microphones,PC Headsets,
Aiwa XR-M75 Compact Stereo System (Discontinued by Manufacturer),"With so many compact and mini stereos to choose from, you might find the buying process more than a little confusing. We're happy to recommend the Aiwa XR-M75 as a good starter for a small-scale system. A four-box rig, the XR-M75 comprises a tuner/amplifier, a top-loading single-CD player, and pair of two-way speakers.The unit is finished in gunmetal gray and has stylish, rounded front edges. You can stack these hefty, durable units on top of one another or place them side by side, depending on your needs. The speakers' high-gloss faux burled-walnut finish imparts a semiluxurious look.Overall setup is a breeze, as is committing radio stations to memory and setting the timer. One functional feature we especially like is the control-panel drawer that slides from the bottom of the tuner/amplifier. The drawer contains the unit's main controls (you can also access these controls from the remote), leaving the faceplate delightfully free of clutter.The XR-M75 sounds best reproducing vocals and small-ensemble or acoustic music at moderate levels. Its overall sound is well balanced but a little on the light side--it doesn't produce a lot of bass, especially by today's standards. When you push the XR-M75 to loud levels on rock music, it audibly distorts, so be sure this mini stereo's abilities match your listening tastes.We've looked at a lot of mini systems, and with its clean design, thoughtful array of features, and ease of setup and operation, the Aiwa XR-M75 is one of the most appealing of the bunch.Pros:Easy to set up and useAuxiliary inputs accept VCR or PC sourcesCan record to auxiliary cassette, minidisc, or CD recorderCons:Doesn't play well at really loud levelsRemote is a tabletop unit, awkward to use with one hand",http://ecx.images-amazon.com/images/I/41S6N954G1L._SX300_.jpg,,,Electronics,Home Audio,Compact Stereos,,,
Koss TD-80 Closed-Ear Home Stereophone (Discontinued by Manufacturer),"The Koss TD-80 headphones come with both 0.125-inch and 0.25-inch  adapter jacks, making them suitable for both home and portable use. The  headphones are covered by Koss's lifetime warranty.",http://ecx.images-amazon.com/images/I/4164DW19CXL._SY300_.jpg,,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Panasonic RQSW33V Shockwave Personal Stereo,"Shockwave tough body and weather resistant design; Rubber cushioned body, twist lock mechanism and dual hinges; One battery operation provides up to 24 hours maximum playback; Large animation display includes operating conditions; Lap function with 5 timer settings; Auto reverse playback; XBS extra bass system; Digital sythesized tuner; 5 direct preset keys.",http://ecx.images-amazon.com/images/I/41WRRM7J1BL.gif,33.74,,Electronics,Portable Audio & Video,Cassette Players & Recorders,,,
Kenwood DPC-X507 Personal CD Player with 40 Seconds of Anti-Shock Protection,"The Kenwood DPC-X507 is a personal CD player which will play audio CDs, plus CD-R/RW discs. The player has the unique option of running on two or four AA batteries. The player will run on either rechargeable or alkaline batteries, and if taking advantage of the longer-running four AA option, it is possible to mix alkaline and rechargeable batteries. With the included AC adaptor, this player will charge optional rechargeable batteries directly in the player. With the low battery alert, keeping ahead of run-down batteries is a cinch. With the twenty-four track program mode it is easy to create a rocking play list for those extra-difficult workouts. To further entice exercisers and commuters, the player comes with a switchable ten or forty second anti-skip protection; with this switch, you get to decide on the sound quality of the player. With ten second memory, the sound quality will be a bit more true than if the player is running on the twenty-forty second memory. For this reason, the DPC-X507 is a good choice for runners and walkers. The bass boost enhances the overall listening experience by adding bass. This will help counter the tendency of headphones running bass-low. Other features include: hold, resume, repeat and random play.What's in the BoxKenwood DPC-X507 personal CD player, AC adaptor, headphones and user's guide.",http://ecx.images-amazon.com/images/I/412QSP9892L.gif,,,Electronics,Portable Audio & Video,Portable CD Players,,,
AudioSource EQ100 Stereo Graphic Equalizer (Discontinued by Manufacturer),"The AudioSource EQ100 stereo graphic equalizer is a versatile, cost-effective way to improve any home audio system. The EQ100 lets you compensate for acoustical challenges in the room, improve the sound of low-quality recordings, or make your system sound richer and fuller.With this unit, you can make adjustments across the sonic spectrum with slider controls for 10 bands per channel. The left and right channels can be set independently, as can level controls for each channel. Each slider is illuminated with LEDs and the bright spectrum analyzer lets you visually monitor the audio output. You can also check the sound balance with dual analog VU meters.The EQ100 features two line inputs and a tape monitor loop. At less than 0.02% total harmonic distortion, the EQ100 improves the overall sound of your home audio system.What's in the BoxAudioSource EQ100 equalizer and owner's manual.",http://ecx.images-amazon.com/images/I/31G3CYTDCYL._SX300_.jpg,133.71,,Electronics,Home Audio,Stereo Components,Equalizers,,
AudioSource EQ 200 10-Band Stereo Graphic Equalizer,"Enjoy precise audio control over your home stereo system with the AudioSource EQ200 10-band graphic equalizer. The device boasts 20 bands of frequency adjustments (10 for each channel) to improve the performance of everything from classic LPs to modern CDs and MP3s. Each EQ slider is positioned one octave apart from the others--from 39 Hz to 16 kHz--to correspond with the entire range of human hearing. To adjust the vocal or instrumental balance of a favorite song, merely move the matching sliders up or down (each features 12 dB of boost or cut) until the right level is reached. Identification is simple thanks to the illuminated LEDs (one for each slider). Plus, the device offers a multicolor spectrum analyzer, which interprets the signal levels of the sliders and displays them onscreen. The analyzer not only helps you monitor the audio output, but it also looks ultra-cool when the lights are low.The EQ200 features two A/V inputs that offer the ability to control traditional audio sources, such as a CD player or turntable, along with the audio channels of video sources like VCRs or DVD players. To select an audio source, the listener merely presses the A/V button to the ""in"" position, while leaving it ""out"" controls the video source. Note that the EQ200 only affects the audio of DVD players or satellite systems. It has no impact on the picture, nor does it include any video-type connections. Users can also connect two cassette decks to the unit through the dedicated Tape 1 and Tape 2 inputs and outputs.The EQ200 plugs into your stereo through your receiver's Tape Monitor Loop input. As such, it offers a number of functions specifically designed for connected cassette decks, including a Tape 1-2/Tape 2-1 button that assists you when making tape copies with one deck or dubbing between a pair of tape decks. Listeners don't have to forfeit the traditional recording functions of their cassette decks, either, as the EQ200's tape outputs facilitate recording from the radio, CD, or other sources. Other functions include EQ record, which lets you make a tape copy using a customized equalization curve, and the non-cassette-specific EQ bypass, which allows the user to make comparisons between ""equalized"" and unequalized"" sounds.So of the missing piece to your audio puzzle is the ability to fine-tune your music to meet your demanding tastes, the EQ200 may be a good fit for your system. The device measures 16.56 by 3.5 by 11.88 inches (W x H x D) and is covered by a two-year warranty.What's in the BoxEQ200 graphic equalizer, two 34-inch stereo RCA cables, warranty/registration sheet, user's manual.",http://ecx.images-amazon.com/images/I/41PIImkZMsL._SY300_.jpg,143.95,AudioSource,Electronics,Home Audio,Stereo Components,Equalizers,,
Mustek MDC800 0.8MP Digital Camera,"The Mustek MDC-800 is a user-friendly digital camera choice at a relatively low cost. It offers 1,012 x 768 resolution and 24-bit true color images. It also has a 1.8-inch LCD display and three resolution modes. It comes with 4 MB built-in memory, with removable CompactFlash card capability. The images the MDC-800 creates are all TWAIN compliant, making it simple to edit images in a variety of software programs. The MDC-800 can also serve as a PC or video camera. It comes with a cable to attach to a TV or a VCR to display and capture real-time video images.",http://ecx.images-amazon.com/images/I/41W16Z939XL.gif,,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
Koss JR900 Cordless Stereo Headphones (Discontinued by Manufacturer),"The Koss JR-900 cordless stereo headphone system consists of a  transmitter and a set of 10-ounce headphones with a built-in receiver for  cordless listening from almost any audio source, including your stereo, VCR, DVD  player, or computer. The transmitter offers a choice of five stereo broadcast  channels for optimizing transmission. Using separate channels, you can even use  more than one system in the same vicinity.The JR-900 also comes with a rechargeable built-in nickel-cadmium battery pack  capable of powering the headset for approximately 10 continuous hours. The set  is covered by Koss's lifetime warranty.",http://ecx.images-amazon.com/images/I/4111HQ5JP6L._SY300_.jpg,79.95,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Yamaha RX-V2095 Receiver (Discontinued by Manufacturer),,http://ecx.images-amazon.com/images/I/31KV0DE7ZGL.gif,,,Electronics,Home Audio,Stereo Components,Receivers & Amplifiers,Component Receivers,
Mustek VDC300 0.3MP Digital Camera,"The Mustek VDC-300 is an affordable choice if you are purchasing your first digital camera. The VDC-300 offers 640 x 480 resolution with three compression modes: Economy, Standard, and High. With its 2 MB of built-in flash memory, the VDC-300 can capture up to 46 images in the Economy mode. The images the VDC-300 creates are all TWAIN compliant, making it simple to edit images in a variety of software programs. The VDC-300 saves images in JPEG or GIF format. When paired with USB software (included), the VCD-300 can also serve as a video camera. It comes with its own cable to attach to a TV or a VCR to display and capture real-time video images.",http://ecx.images-amazon.com/images/I/31YFZ3SQF4L.gif,,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
Canon EOS Rebel 2000 35mm Film SLR Camera Kit with 28-80mm Lens,"The Canon EOS Rebel 2000 is an affordable, lightweight, andfull-featured automatic 35mm SLR for both beginning and advancedamateur photographers. It offers a host of special modes for specificshooting situations, including full auto, manual, night scene,portrait, landscape, and more. It also has shutter-speed priority andaperture priority modes--although most users will inevitably leave thecamera in full auto mode a majority of the time and the cameraperforms very well that way. Just remember that the empty rectanglesymbol on the mode dial is for full auto.Some other basic features include an impressive seven-point autofocussystem, LCD panel with extensive information display, three exposuremetering modes (evaluative, partial, and centerweighted), autoexposure bracketing, a multiple exposure function, and depth-of-fieldpreview. The autofocus system is incredibly responsive, and includesseven focusing points that can be set individually for super creativeshooting. In other words, using the LCD panel as a guide, you can setthe camera to automatically focus on the far right focus point (or anyof the other points) so your main subject doesn't have to be in themiddle of the frame to be in focus in a snap.In fact, most settings can be adjusted in creative ways on the Rebel2000, like the exposure level, which can be set to overexpose orunderexpose up to two full stops for tricky lighting situations whereyou might want to fool the camera's metering system. It also has asmall, built-in pop-up flash, plus a hot shoe for an additional flashunit. Overall, we found this camera to be smartly designed with anattractive look and a comfortable feel.",http://ecx.images-amazon.com/images/I/5175F8Q8J1L._SX300_.jpg,,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Canon SureShot 60 Zoom 35mm Camera,"35mm point-and-shoot camera
38 to 60mm zoom
Automatic flash
5-point distance measurement autofocus
Large viewfinder with real-image viewing",http://ecx.images-amazon.com/images/I/41ZXFAH82YL._SX300_.jpg,13.59,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Pentax IQ Zoom 115S 35mm Camera,,http://ecx.images-amazon.com/images/I/71ZY43AWD7L._SX300_.gif,13.59,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Minolta AF101R 35mm Autofocus Camera,"The Minolta AF 101R 35mm camera has a built-in ultrawide-angle lens that offers no-fuss operation. Other features of this camera include automatic focus, automatic film advance, and rewind at the flip of a switch. The Minolta AF 101R is designed with a built-in barrier lens cap and a built-in flash with three settings. The AF 101R has three flash modes--auto flash, manual fill-flash, or flash cancel--and red-eye reduction.",http://ecx.images-amazon.com/images/I/41VKGA1WMPL._SX300_.jpg,,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Canon EOS ELAN II 35mm SLR Camera Kit w/ 28-80mm Lens,"The Canon EOS Elan II is an easy-to-use, full-featured SLR with advanced options. Both film loading and rewinding (High-Speed or Silent modes) are automatic. Other features include a 10-second-delay self-timer, 10 automatic exposure mode choices, three-point autofocus, and a retractable automatic flash.The EOS Elan II's key controls are positioned for easy access. This camera also provides feedback-confirming control inputs and camera functions via a two-dial and metering-mode lever, a quick-control dial, an AF-mode dial, a film-advance mode lever, and an LCD panel. In addition, Canon's AIM system integrates standard AE, flash AE, and autofocus information.This camera comes equipped with a Canon 28 to 80mm zoom lens, a camera strap, and one 6-volt lithium battery (2CR5).",http://ecx.images-amazon.com/images/I/11NRF48W6ZL.jpg,13.59,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Olympus Trip XB3 35mm Camera,,http://ecx.images-amazon.com/images/I/7107E1XKAML._SX300_.gif,39.99,Olympus,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
Koss A130 HOME STEREOPHONE (Discontinued by Manufacturer),,http://ecx.images-amazon.com/images/I/41D2GZ78E7L._SY300_.jpg,,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphones,,
Nikon FM-10 35mm SLR Camera Kit with 35-70mm F3.5-4.8 Zoom Lens &amp; Camera Case,"The Nikon FM10 with 35-70 mm Nikkor Lens is a totally manual 35mm single-lens reflex (SLR) camera--great for those who want to learn the mechanics of photography from the ground up. Without fancy computerized features to confuse or override your personal artistic choices, the Nikon FM10 relies on the photographer to do most of the thinking, but it does offer a depth-of-field preview and a center-weighted light metering system. Focus and aperture are manual, and you can select film speeds down to 1/2000 second. You also have manual film wind and rewind, allowing you to create double exposures or rewind your film midroll.The Nikon FM10 has a built-in hot shoe that is compatible with just about any Nikon Speedlight flash. Also included are a carrying case, a strap, batteries, and a manufacturer's one-year parts and labor warranty.",http://ecx.images-amazon.com/images/I/41tpa7U8DmL._SY300_.jpg,349,Nikon,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Aiwa HV-MX100 Hi-Fi Multi-System VCR,"Enjoy great video playback and easy recording programmability with the Aiwa HV-MX100 4-head VCR, which features a built-in 181-channel cable TV-ready NTSC tuner. (It also offers compatibility with PAL and SECAM TV signals.) It's equipped with the MTS (multi-channtl TV sound), which decodes stereo and SAP (second audio program) broadcasting signals, as well as the Hi-Fi system for optimal sound from your recorded tapes as well as prerecorded titles. It offers RF in and out connections as well as composite AV and S-Video in and out connections on the rear and an AV input on the front (for connecting a game console or digital video camcorder).What's in the BoxVCR, remote control (with batteries), printed operating instructions",http://ecx.images-amazon.com/images/I/41WA8DHK1JL._SX300_.jpg,59.54,,Electronics,Television & Video,VCRs,,,
Yamaha NS-AP101 Surround Speaker Package (Discontinued by Manufacturer),"Yamaha's NS-AP101 package includes an NS-AC2A center-channel speaker and a pair of NS-A76A rear-effects speakers. The center channel is a two-way design incorporating a pair of 5-inch cones and a 2-inch tweeter. The frequency range is 70 to 20,000 Hz, which enables the speaker to naturally reproduce dialog and other important center-channel information. The NS-AC2A is magnetically shielded so it can be placed on a TV or video monitor without degrading the picture via stray magnetic fields. The NS-A76A surround speakers each use a single 5-inch driver with a rated frequency response of 95 to 13,000 Hz.",http://ecx.images-amazon.com/images/I/41F6M0JJSSL._SX300_.jpg,,,Electronics,Home Audio,Stereo Components,Speakers,Speaker Systems,
Nikon Lite Touch 35mm Camera,"The Nikon Light Touch 35mm camera is compact and fully automatic. The large true-image viewfinder means you won't have to squint while you shoot. The Nikon Light Touch also features a switchable panoramic option. It has a built-in automatic flash, built-in lens cap, and autofocus that can handle close-up shots. The two-shot self-timer gives you a second chance if someone blinked in the first shot.",http://ecx.images-amazon.com/images/I/71M6D8E6EDL._SX300_.gif,195,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
ViewSonic PS790 19&quot; CRT Monitor,"The revolutionary ViewSonic PS790 Short Depth monitor is the first of its kind. In addition to high refresh rates and resolution, this 19-inch (18-inch viewable) monitor fits in the space of a conventional 15-inch (various viewable) monitor. Fully loaded with features, such as an ultrafine 0.25-millimeter dot pitch and SuperClear screen technology with advanced Invar shadow mask for enhanced colors and image sharpness, this is the perfect choice for professional users requiring space efficiency and high performance. Don't settle for ordinary when you can have the extraordinary PS790.",http://ecx.images-amazon.com/images/I/518C9Y69KQL._SX300_.jpg,,,Electronics,Computers & Accessories,Monitors,,,
Denon AVR5700 THX Home Theater AV Receiver (Discontinued by Manufacturer),,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,,,Electronics,Home Audio,Stereo Components,Receivers & Amplifiers,Component Receivers,
Lifeview USB RoboCam Digital Camera,,http://ecx.images-amazon.com/images/I/417JTE3NZTL._SY300_.jpg,,,Electronics,Camera & Photo,Digital Cameras,Point & Shoot Digital Cameras,,
SanDisk 16 MB MultiMedia Card (SDMB-16-470),"SanDisk MultiMediaCard flash is the ideal storage medium for portable battery-powered devices. It extends system battery life because it is nonvolatile, meaning it requires no power to maintain the stored data.",http://ecx.images-amazon.com/images/I/51GVRQEM77L._SY300_.jpg,,,Electronics,Computers & Accessories,Cables & Accessories,Memory Cards,Multimedia Cards,
SanDisk ImageMate External Parallel CompactFlash Card Reader,"This handy device lets you quickly and easily transfer images between  CompactFlash cards and your PC. Devices that use CompactFlash cards (digital  cameras, MP3 players, PDAs) nearly always include a transfer cable, but these  often use the PC's serial port, which is much slower than the parallel port. To  avoid tying up your parallel port, the drive uses a pass-through connector,  which allows the drive to share the port with a parallel printer.",http://ecx.images-amazon.com/images/I/31C4DFT0F7L._SX300_.jpg,41.95,,Electronics,Computers & Accessories,Cables & Accessories,Memory Card Readers,,
Cirque GPB160 Easy Cat Combo Touchpad,"Touchpads are a more intuitive, natural way to control your computer cursor. They save space on your desktop, are easily portable, and reduce arm/wrist motion. Cirque Cat touchpads with GlidePoint Control make it easier to navigate through documents and the Internet with just the touch of a finger!Replace your mouse with superior technology. Easy Cat includes such features, as Microsoft plug-and-play, Serial or PS/2 port, Single, double and right 'clicks' with just a touch on the pad, Two mechanical buttons, GlideExtend virtual edge-extender with tactile feedback, Maintenance-free & comfortable.Brand Name: CirqueModel: GPB160Item Package Quantity: 1Hardware Platform: PCInput Device: TouchpadConnectivity Technology: WiredButton Quantity: 2Minimum system requirements: Microsoft DOS, Microsoft Windows NT 4.0, Microsoft Windows 3.x/95/98Width: 3.4 inchesHeight: 0.5 inchesDepth: 2.7 inches",http://ecx.images-amazon.com/images/I/41RN0ZCTGGL._SX300_.jpg,31.47,,Electronics,Computers & Accessories,Cables & Accessories,Input Devices,Touch Pads,
SanDisk 16 MB SmartMedia Card (SDSM-16-490),"SanDisk SmartMedia cards are the perfect answer when you're looking for  portable, easy-to-use storage for images, music, data, and other digital files.  The size of a stamp, the SmartMedia card is light and easy to carry. It works  with portable electronic devices such as digital cameras and MP3 players that  provide a slot for 3.3-volt SmartMedia cards. The cards also work  interchangeably with PCs, laptops, and other equipment that accommodates  SmartMedia data, including fax machines, printers, scanners, word processors,  and handy terminals.The 16 MB SmartMedia card comes with a lifetime warranty.",http://ecx.images-amazon.com/images/I/516REH7T77L._SY300_.jpg,,,Electronics,Computers & Accessories,Cables & Accessories,Memory Cards,SmartMedia Cards,
Benwin BW-2000 Flat Panel 3-Piece Computer Speakers,"What makes the BW2000s work? In place of a conventional speaker cone, an exciter powers the Benwin BW2000 speakers. The exciter, attached to the flat panels, causes the 0.25-millimeter panels to vibrate and produce sound. Simply plug the BW2000s into any personal computer equipped with a soundcard, or use them with home and portable stereos, CD players, and stereo televisions. They'll work with any device to which you can connect headphones or which has a line out.",http://ecx.images-amazon.com/images/I/711NRNWB1EL._SX300_.gif,,,Electronics,Computers & Accessories,Cables & Accessories,Computer Speakers,,
Logitech Cordless Mouseman Wheel PS/2 Serial Combo,"This large, weighty and feature-laden mouse has many of the carefully designed features for which Logitech is well known. It is highly ergonomic, with a strange bulbous and curved shape that fits nicely in a right hand. The mouse is surprisingly weighty - not necessarily a bad thing - at about twice the weight of a normal mouse. It also has a scrolling wheel as a third button between the more regular two and a third user-definable button on the left side of the mouse where the thumb rests naturally.The mouse works by radio frequency, and to install it you simply power down your computer, plug an RF receiver box (about the size of a pack of cigarettes) into either your PS/2 mouse socket or a serial port (an adapter is provided), and put two supplied AAA batteries in the mouse itself. Reboot and the mouse works instantly. You then have to install special Logitech software to add mouse features and activate the third button.This mouse is s delight to use, even if a bit heavy and is well worth the $59.95 estimated street price and easily makes our Winlist as a good basic mouse. You can find out more about it at www.logitech.com.  --From Winmag&#174;",http://ecx.images-amazon.com/images/I/818YD6Z8NKL._SY300_.gif,,,Electronics,Computers & Accessories,Cables & Accessories,Mice,,
Creative Labs CT6840 USB Video Blaster WebCam III,"With Creative Labs' new Video Blaster WebCam 3, you have the power to capture, create, and communicate in full-color, full-motion video directly from your PC. Everything from presentations and demonstrations to e-mail and Web pages can be jazzed up with snapshots or full-motion video clips. Creative's Video Blaster WebCam III connects to your PC via a USB connection or hub.Features include a 640-by-480-pixel true-color CMOS sensor, focusable lens with a range of 3 inches to infinity, and live video capture up to 30 frames per second at resolutions of 352 by 288 and up to 15 frame per second at 640 by 480. This unit also supports still photography in 16.7 million colors at up to 640 by 480 resolution. Also included with the Video Blaster WebCam 3 is a software package with everything you need to get started.",http://ecx.images-amazon.com/images/I/5150JKXXV7L._SY300_.jpg,,,Electronics,Computers & Accessories,Webcams,,,
Logitech Soundman X1,"SoundMan X1 includes Logitech's Linear Magnetic Drive technology, which incorporates rare neodymium magnets into a custom configuration. As a result, you'll experience the full, complex richness of your favorite music and crisp, clear sound, from soaring high notes to deep bass, whether you're downloading from the Internet, trying out MP3 audio, or listening to your favorite CD. This sleek, attractive system fits easily on your desktop, bookcase, or entertainment center. Place the compact subwoofer anywhere that's convenient and still enjoy solid bass.",http://ecx.images-amazon.com/images/I/41CSYTV249L._SX300_.jpg,,,Electronics,Computers & Accessories,Cables & Accessories,Computer Speakers,,
Samsung Impax 210i Zoom APS Camera,"Samsung's Impax 210i offers a 2x zoom and the convenience of the Advanced Photo System format, including drop-in film loading, three picture formats, and improved negative storage and reprinting capabilities.",http://ecx.images-amazon.com/images/I/412YTKHMNZL._SX300_.jpg,,,Electronics,Camera & Photo,Film Photography,Film Cameras,APS Cameras,
Samsung Maxima Zoom Evoca 115 35mm Camera,"The Samsung Maxima Zoom Evoca 115 is a full-featured, fully automatic 35mm point-and-shoot camera. It offers a 38 to 115mm zoom lens with a lens cap barrier. It also includes an automatic flash with red-eye reduction, fill-in, flash off, and more.The Samsung Maxima Zoom Evoca 115 has automatic film loading, advance, and rewind, with midroll rewind possible. The camera focuses using an automatic active infrared sensor and focus lock. It includes 10 exposure control modes: Fuzzy, Portrait, Step, Continuous, Multiple Exposure, Interval, Bulb, Landscape, and Snap, as well as exposure compensation for difficult lighting situations. It offers a switchable panorama mode and quartz dating.",http://ecx.images-amazon.com/images/I/41Q9ZYA5QAL._SX300_.jpg,,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
